celular;Acer;Light;3/1/2022;23;1287.5030821502423
notebook;Acer;Plaza Sul;3/1/2022;71;1773.055560739158
notebook;Acer;Center Norte;3/1/2022;71;1773.055560739158
notebook;Acer;Light;3/1/2022;71;1773.055560739158
TV;LG;Plaza Sul;3/1/2022;31;1687.5126858975516
TV;LG;Center Norte;3/1/2022;31;1687.5126858975516
TV;LG;Light;3/1/2022;31;1687.5126858975516
lava-roupa;Brastemp;Plaza Sul;3/1/2022;24;3491.7934047056765
lava-roupa;Brastemp;Center Norte;3/1/2022;24;3491.7934047056765
lava-roupa;Brastemp;Light;3/1/2022;24;3491.7934047056765
notebook;Xiaomi;Plaza Sul;3/1/2022;86;1844.4555325013341
notebook;Xiaomi;Center Norte;3/1/2022;86;1844.4555325013341
notebook;Xiaomi;Light;3/1/2022;86;1844.4555325013341
pipoqueira;Acer;Plaza Sul;3/1/2022;68;3511.4873663112467
pipoqueira;Acer;Center Norte;3/1/2022;68;3511.4873663112467
pipoqueira;Acer;Light;3/1/2022;68;3511.4873663112467
pipoqueira;samsung;Plaza Sul;4/1/2022;19;2899.926334631905
pipoqueira;samsung;Center Norte;4/1/2022;19;2899.926334631905
pipoqueira;samsung;Light;4/1/2022;19;2899.926334631905
notebook;Xiaomi;Plaza Sul;4/1/2022;64;1265.0611851390167
notebook;Xiaomi;Center Norte;4/1/2022;64;1265.0611851390167
notebook;Xiaomi;Light;4/1/2022;64;1265.0611851390167
TV;Asus;Plaza Sul;4/1/2022;94;1975.1732199252979
TV;Asus;Center Norte;4/1/2022;94;1975.1732199252979
TV;Asus;Light;4/1/2022;94;1975.1732199252979
geladeira;Brastemp;Plaza Sul;4/1/2022;15;2772.491183777677
geladeira;Brastemp;Center Norte;4/1/2022;15;2772.491183777677
geladeira;Brastemp;Light;4/1/2022;15;2772.491183777677
celular;Asus;Plaza Sul;4/1/2022;11;565.3395362907831
celular;Asus;Center Norte;4/1/2022;11;565.3395362907831
celular;Asus;Light;4/1/2022;11;565.3395362907831
celular;Arno;Plaza Sul;4/1/2022;81;425.2922259734233
celular;Arno;Center Norte;4/1/2022;81;425.2922259734233
celular;Arno;Light;4/1/2022;81;425.2922259734233
celular;Xiaomi;Plaza Sul;4/1/2022;32;1184.7478579142999
celular;Xiaomi;Center Norte;4/1/2022;32;1184.7478579142999
celular;Xiaomi;Light;4/1/2022;32;1184.7478579142999
notebook;Brastemp;Plaza Sul;4/1/2022;45;2432.1187209909895
notebook;Brastemp;Center Norte;4/1/2022;45;2432.1187209909895
notebook;Brastemp;Light;4/1/2022;45;2432.1187209909895
TV;Acer;Plaza Sul;4/1/2022;64;3992.7381733230845
TV;Acer;Center Norte;4/1/2022;64;3992.7381733230845
TV;Acer;Light;4/1/2022;64;3992.7381733230845
lava-roupa;Asus;Plaza Sul;5/1/2022;24;2709.2752242712545
lava-roupa;Asus;Center Norte;5/1/2022;24;2709.2752242712545
lava-roupa;Asus;Light;5/1/2022;24;2709.2752242712545
notebook;Acer;Plaza Sul;5/1/2022;74;3519.0750328950253
notebook;Acer;Center Norte;5/1/2022;74;3519.0750328950253
notebook;Acer;Light;5/1/2022;74;3519.0750328950253
geladeira;samsung;Plaza Sul;5/1/2022;68;1241.5146093250055
geladeira;samsung;Center Norte;5/1/2022;68;1241.5146093250055
geladeira;samsung;Light;5/1/2022;68;1241.5146093250055
geladeira;Xiaomi;Plaza Sul;5/1/2022;40;2297.7551531591234
geladeira;Xiaomi;Center Norte;5/1/2022;40;2297.7551531591234
geladeira;Xiaomi;Light;5/1/2022;40;2297.7551531591234
notebook;Asus;Plaza Sul;5/1/2022;19;2822.1611450807827
notebook;Asus;Center Norte;5/1/2022;19;2822.1611450807827
notebook;Asus;Light;5/1/2022;19;2822.1611450807827
TV;Arno;Plaza Sul;5/1/2022;41;2613.545364689333
TV;Arno;Center Norte;5/1/2022;41;2613.545364689333
TV;Arno;Light;5/1/2022;41;2613.545364689333
geladeira;samsung;Plaza Sul;5/1/2022;14;2657.2550832148418
geladeira;samsung;Center Norte;5/1/2022;14;2657.2550832148418
geladeira;samsung;Light;5/1/2022;14;2657.2550832148418
TV;Panasonic;Plaza Sul;5/1/2022;33;3806.933669492609
TV;Panasonic;Center Norte;5/1/2022;33;3806.933669492609
TV;Panasonic;Light;5/1/2022;33;3806.933669492609
geladeira;Asus;Plaza Sul;5/1/2022;9;2604.4218140490116
geladeira;Asus;Center Norte;5/1/2022;9;2604.4218140490116
geladeira;Asus;Light;5/1/2022;9;2604.4218140490116
celular;samsung;Plaza Sul;6/1/2022;36;1291.592935355092
celular;samsung;Center Norte;6/1/2022;36;1291.592935355092
celular;samsung;Light;6/1/2022;36;1291.592935355092
pipoqueira;Acer;Plaza Sul;6/1/2022;68;1104.684422230839
pipoqueira;Acer;Center Norte;6/1/2022;68;1104.684422230839
pipoqueira;Acer;Light;6/1/2022;68;1104.684422230839
celular;samsung;Plaza Sul;6/1/2022;85;2007.996345823305
celular;samsung;Center Norte;6/1/2022;85;2007.996345823305
celular;samsung;Light;6/1/2022;85;2007.996345823305
TV;Arno;Plaza Sul;6/1/2022;19;1739.5405498985226
TV;Arno;Center Norte;6/1/2022;19;1739.5405498985226
TV;Arno;Light;6/1/2022;19;1739.5405498985226
pipoqueira;LG;Plaza Sul;6/1/2022;69;6.832037669679103
pipoqueira;LG;Center Norte;6/1/2022;69;6.832037669679103
pipoqueira;LG;Light;6/1/2022;69;6.832037669679103
celular;Brastemp;Plaza Sul;6/1/2022;94;1409.294382773289
celular;Brastemp;Center Norte;6/1/2022;94;1409.294382773289
celular;Brastemp;Light;6/1/2022;94;1409.294382773289
TV;Acer;Plaza Sul;6/1/2022;28;679.6007110276405
TV;Acer;Center Norte;6/1/2022;28;679.6007110276405
TV;Acer;Light;6/1/2022;28;679.6007110276405
pipoqueira;Arno;Plaza Sul;6/1/2022;30;1581.6710061079293
pipoqueira;Arno;Center Norte;6/1/2022;30;1581.6710061079293
pipoqueira;Arno;Light;6/1/2022;30;1581.6710061079293
celular;Panasonic;Plaza Sul;6/1/2022;16;2103.0750871861137
celular;Panasonic;Center Norte;6/1/2022;16;2103.0750871861137
celular;Panasonic;Light;6/1/2022;16;2103.0750871861137
notebook;Asus;Plaza Sul;7/1/2022;94;513.2380938258935
notebook;Asus;Center Norte;7/1/2022;94;513.2380938258935
notebook;Asus;Light;7/1/2022;94;513.2380938258935
notebook;Xiaomi;Plaza Sul;7/1/2022;77;2348.1573055341237
notebook;Xiaomi;Center Norte;7/1/2022;77;2348.1573055341237
notebook;Xiaomi;Light;7/1/2022;77;2348.1573055341237
lava-roupa;Xiaomi;Plaza Sul;7/1/2022;34;2597.1765584345067
lava-roupa;Xiaomi;Center Norte;7/1/2022;34;2597.1765584345067
lava-roupa;Xiaomi;Light;7/1/2022;34;2597.1765584345067
lava-roupa;Asus;Plaza Sul;7/1/2022;24;479.2056478598239
lava-roupa;Asus;Center Norte;7/1/2022;24;479.2056478598239
lava-roupa;Asus;Light;7/1/2022;24;479.2056478598239
geladeira;samsung;Plaza Sul;7/1/2022;94;3285.871993932366
geladeira;samsung;Center Norte;7/1/2022;94;3285.871993932366
geladeira;samsung;Light;7/1/2022;94;3285.871993932366
celular;Asus;Plaza Sul;7/1/2022;41;857.1992430127624
celular;Asus;Center Norte;7/1/2022;41;857.1992430127624
celular;Asus;Light;7/1/2022;41;857.1992430127624
lava-roupa;Asus;Plaza Sul;7/1/2022;53;1912.9924668163972
lava-roupa;Asus;Center Norte;7/1/2022;53;1912.9924668163972
lava-roupa;Asus;Light;7/1/2022;53;1912.9924668163972
TV;Acer;Plaza Sul;7/1/2022;54;1990.7942926045882
TV;Acer;Center Norte;7/1/2022;54;1990.7942926045882
TV;Acer;Light;7/1/2022;54;1990.7942926045882
pipoqueira;Xiaomi;Plaza Sul;7/1/2022;98;2556.221675192977
pipoqueira;Xiaomi;Center Norte;7/1/2022;98;2556.221675192977
pipoqueira;Xiaomi;Light;7/1/2022;98;2556.221675192977
celular;LG;Plaza Sul;8/1/2022;44;2483.6377137110885
celular;LG;Center Norte;8/1/2022;44;2483.6377137110885
celular;LG;Light;8/1/2022;44;2483.6377137110885
geladeira;Brastemp;Plaza Sul;8/1/2022;15;3784.8914280515883
geladeira;Brastemp;Center Norte;8/1/2022;15;3784.8914280515883
geladeira;Brastemp;Light;8/1/2022;15;3784.8914280515883
geladeira;Arno;Plaza Sul;8/1/2022;35;3369.2137760568885
geladeira;Arno;Center Norte;8/1/2022;35;3369.2137760568885
geladeira;Arno;Light;8/1/2022;35;3369.2137760568885
geladeira;Asus;Plaza Sul;8/1/2022;70;3133.0745321538448
geladeira;Asus;Center Norte;8/1/2022;70;3133.0745321538448
geladeira;Asus;Light;8/1/2022;70;3133.0745321538448
pipoqueira;LG;Plaza Sul;8/1/2022;22;2357.2072847869135
pipoqueira;LG;Center Norte;8/1/2022;22;2357.2072847869135
pipoqueira;LG;Light;8/1/2022;22;2357.2072847869135
notebook;Panasonic;Plaza Sul;8/1/2022;28;1646.459127276966
notebook;Panasonic;Center Norte;8/1/2022;28;1646.459127276966
notebook;Panasonic;Light;8/1/2022;28;1646.459127276966
pipoqueira;Xiaomi;Plaza Sul;8/1/2022;22;2151.9540691265033
pipoqueira;Xiaomi;Center Norte;8/1/2022;22;2151.9540691265033
pipoqueira;Xiaomi;Light;8/1/2022;22;2151.9540691265033
TV;LG;Plaza Sul;8/1/2022;35;214.99397727406543
TV;LG;Center Norte;8/1/2022;35;214.99397727406543
TV;LG;Light;8/1/2022;35;214.99397727406543
TV;Acer;Plaza Sul;8/1/2022;65;3222.569901992017
TV;Acer;Center Norte;8/1/2022;65;3222.569901992017
TV;Acer;Light;8/1/2022;65;3222.569901992017
pipoqueira;Arno;Plaza Sul;9/1/2022;64;116.23920394319676
pipoqueira;Arno;Center Norte;9/1/2022;64;116.23920394319676
pipoqueira;Arno;Light;9/1/2022;64;116.23920394319676
celular;Panasonic;Plaza Sul;9/1/2022;30;1087.2734818501328
celular;Panasonic;Center Norte;9/1/2022;30;1087.2734818501328
celular;Panasonic;Light;9/1/2022;30;1087.2734818501328
pipoqueira;samsung;Plaza Sul;9/1/2022;94;3530.2746807217995
pipoqueira;samsung;Center Norte;9/1/2022;94;3530.2746807217995
pipoqueira;samsung;Light;9/1/2022;94;3530.2746807217995
notebook;Panasonic;Plaza Sul;9/1/2022;55;3266.9318667462953
notebook;Panasonic;Center Norte;9/1/2022;55;3266.9318667462953
notebook;Panasonic;Light;9/1/2022;55;3266.9318667462953
TV;Asus;Plaza Sul;9/1/2022;100;2928.0918641234566
TV;Asus;Center Norte;9/1/2022;100;2928.0918641234566
TV;Asus;Light;9/1/2022;100;2928.0918641234566
lava-roupa;Brastemp;Plaza Sul;9/1/2022;36;1148.4553026532333
lava-roupa;Brastemp;Center Norte;9/1/2022;36;1148.4553026532333
lava-roupa;Brastemp;Light;9/1/2022;36;1148.4553026532333
lava-roupa;LG;Plaza Sul;9/1/2022;89;3258.7050147575032
lava-roupa;LG;Center Norte;9/1/2022;89;3258.7050147575032
lava-roupa;LG;Light;9/1/2022;89;3258.7050147575032
celular;Arno;Plaza Sul;9/1/2022;62;3102.433850402529
celular;Arno;Center Norte;9/1/2022;62;3102.433850402529
celular;Arno;Light;9/1/2022;62;3102.433850402529
lava-roupa;Acer;Plaza Sul;9/1/2022;37;1302.6789845957344
lava-roupa;Acer;Center Norte;9/1/2022;37;1302.6789845957344
lava-roupa;Acer;Light;9/1/2022;37;1302.6789845957344
TV;Xiaomi;Plaza Sul;10/1/2022;76;1996.9918470779953
TV;Xiaomi;Center Norte;10/1/2022;76;1996.9918470779953
TV;Xiaomi;Light;10/1/2022;76;1996.9918470779953
lava-roupa;LG;Plaza Sul;10/1/2022;39;3357.5949784301033
lava-roupa;LG;Center Norte;10/1/2022;39;3357.5949784301033
lava-roupa;LG;Light;10/1/2022;39;3357.5949784301033
lava-roupa;Arno;Plaza Sul;10/1/2022;94;1255.4005055975415
lava-roupa;Arno;Center Norte;10/1/2022;94;1255.4005055975415
lava-roupa;Arno;Light;10/1/2022;94;1255.4005055975415
geladeira;Panasonic;Plaza Sul;10/1/2022;98;1824.2966440393386
geladeira;Panasonic;Center Norte;10/1/2022;98;1824.2966440393386
geladeira;Panasonic;Light;10/1/2022;98;1824.2966440393386
pipoqueira;Brastemp;Plaza Sul;10/1/2022;56;3187.155147465893
pipoqueira;Brastemp;Center Norte;10/1/2022;56;3187.155147465893
pipoqueira;Brastemp;Light;10/1/2022;56;3187.155147465893
lava-roupa;Arno;Plaza Sul;10/1/2022;20;2058.7971929942373
lava-roupa;Arno;Center Norte;10/1/2022;20;2058.7971929942373
lava-roupa;Arno;Light;10/1/2022;20;2058.7971929942373
pipoqueira;Brastemp;Plaza Sul;10/1/2022;61;3180.2692487066543
pipoqueira;Brastemp;Center Norte;10/1/2022;61;3180.2692487066543
pipoqueira;Brastemp;Light;10/1/2022;61;3180.2692487066543
lava-roupa;Xiaomi;Plaza Sul;10/1/2022;66;694.1690403280613
lava-roupa;Xiaomi;Center Norte;10/1/2022;66;694.1690403280613
lava-roupa;Xiaomi;Light;10/1/2022;66;694.1690403280613
lava-roupa;Arno;Plaza Sul;10/1/2022;75;1824.6345658288822
lava-roupa;Arno;Center Norte;10/1/2022;75;1824.6345658288822
lava-roupa;Arno;Light;10/1/2022;75;1824.6345658288822
lava-roupa;LG;Plaza Sul;11/1/2022;65;432.4200378477405
lava-roupa;LG;Center Norte;11/1/2022;65;432.4200378477405
lava-roupa;LG;Light;11/1/2022;65;432.4200378477405
celular;LG;Plaza Sul;11/1/2022;56;1204.14202636437
celular;LG;Center Norte;11/1/2022;56;1204.14202636437
celular;LG;Light;11/1/2022;56;1204.14202636437
lava-roupa;Xiaomi;Plaza Sul;11/1/2022;30;3242.6665182876404
lava-roupa;Xiaomi;Center Norte;11/1/2022;30;3242.6665182876404
lava-roupa;Xiaomi;Light;11/1/2022;30;3242.6665182876404
celular;samsung;Plaza Sul;11/1/2022;82;3773.3054354475007
celular;samsung;Center Norte;11/1/2022;82;3773.3054354475007
celular;samsung;Light;11/1/2022;82;3773.3054354475007
geladeira;Arno;Plaza Sul;11/1/2022;83;1863.1064318166852
geladeira;Arno;Center Norte;11/1/2022;83;1863.1064318166852
geladeira;Arno;Light;11/1/2022;83;1863.1064318166852
notebook;Acer;Plaza Sul;11/1/2022;85;2753.8266199830186
notebook;Acer;Center Norte;11/1/2022;85;2753.8266199830186
notebook;Acer;Light;11/1/2022;85;2753.8266199830186
celular;Arno;Plaza Sul;11/1/2022;35;3870.6602646808105
celular;Arno;Center Norte;11/1/2022;35;3870.6602646808105
celular;Arno;Light;11/1/2022;35;3870.6602646808105
celular;samsung;Plaza Sul;11/1/2022;59;1795.491760134436
celular;samsung;Center Norte;11/1/2022;59;1795.491760134436
celular;samsung;Light;11/1/2022;59;1795.491760134436
geladeira;Acer;Plaza Sul;11/1/2022;83;448.248970172751
geladeira;Acer;Center Norte;11/1/2022;83;448.248970172751
geladeira;Acer;Light;11/1/2022;83;448.248970172751
pipoqueira;samsung;Plaza Sul;12/1/2022;90;3707.8002747918217
pipoqueira;samsung;Center Norte;12/1/2022;90;3707.8002747918217
pipoqueira;samsung;Light;12/1/2022;90;3707.8002747918217
TV;Acer;Plaza Sul;12/1/2022;84;3998.0122407199888
TV;Acer;Center Norte;12/1/2022;84;3998.0122407199888
TV;Acer;Light;12/1/2022;84;3998.0122407199888
notebook;Acer;Plaza Sul;12/1/2022;16;106.00770048741649
notebook;Acer;Center Norte;12/1/2022;16;106.00770048741649
notebook;Acer;Light;12/1/2022;16;106.00770048741649
celular;Acer;Plaza Sul;12/1/2022;82;1694.5805074187383
celular;Acer;Center Norte;12/1/2022;82;1694.5805074187383
celular;Acer;Light;12/1/2022;82;1694.5805074187383
geladeira;Xiaomi;Plaza Sul;12/1/2022;78;3906.970157849538
geladeira;Xiaomi;Center Norte;12/1/2022;78;3906.970157849538
geladeira;Xiaomi;Light;12/1/2022;78;3906.970157849538
celular;Asus;Plaza Sul;12/1/2022;35;3487.139033166094
celular;Asus;Center Norte;12/1/2022;35;3487.139033166094
celular;Asus;Light;12/1/2022;35;3487.139033166094
geladeira;Acer;Plaza Sul;12/1/2022;90;1238.5888900061987
geladeira;Acer;Center Norte;12/1/2022;90;1238.5888900061987
geladeira;Acer;Light;12/1/2022;90;1238.5888900061987
lava-roupa;Brastemp;Plaza Sul;12/1/2022;99;2858.2275194510794
lava-roupa;Brastemp;Center Norte;12/1/2022;99;2858.2275194510794
lava-roupa;Brastemp;Light;12/1/2022;99;2858.2275194510794
lava-roupa;samsung;Plaza Sul;12/1/2022;24;2018.7141273634227
lava-roupa;samsung;Center Norte;12/1/2022;24;2018.7141273634227
lava-roupa;samsung;Light;12/1/2022;24;2018.7141273634227
geladeira;Arno;Plaza Sul;13/1/2022;59;3732.1045090599528
geladeira;Arno;Center Norte;13/1/2022;59;3732.1045090599528
geladeira;Arno;Light;13/1/2022;59;3732.1045090599528
geladeira;Asus;Plaza Sul;13/1/2022;84;3926.2460068056075
geladeira;Asus;Center Norte;13/1/2022;84;3926.2460068056075
geladeira;Asus;Light;13/1/2022;84;3926.2460068056075
TV;samsung;Plaza Sul;13/1/2022;88;3759.0587123251603
TV;samsung;Center Norte;13/1/2022;88;3759.0587123251603
TV;samsung;Light;13/1/2022;88;3759.0587123251603
geladeira;Acer;Plaza Sul;13/1/2022;57;3857.7102626821415
geladeira;Acer;Center Norte;13/1/2022;57;3857.7102626821415
geladeira;Acer;Light;13/1/2022;57;3857.7102626821415
TV;Acer;Plaza Sul;13/1/2022;27;3280.7159051814783
TV;Acer;Center Norte;13/1/2022;27;3280.7159051814783
TV;Acer;Light;13/1/2022;27;3280.7159051814783
lava-roupa;samsung;Plaza Sul;13/1/2022;69;1044.6560544315964
lava-roupa;samsung;Center Norte;13/1/2022;69;1044.6560544315964
lava-roupa;samsung;Light;13/1/2022;69;1044.6560544315964
lava-roupa;Acer;Plaza Sul;13/1/2022;34;3420.536249273181
lava-roupa;Acer;Center Norte;13/1/2022;34;3420.536249273181
lava-roupa;Acer;Light;13/1/2022;34;3420.536249273181
lava-roupa;Xiaomi;Plaza Sul;13/1/2022;65;2715.085033889747
lava-roupa;Xiaomi;Center Norte;13/1/2022;65;2715.085033889747
lava-roupa;Xiaomi;Light;13/1/2022;65;2715.085033889747
pipoqueira;LG;Plaza Sul;13/1/2022;86;1587.1772666256657
pipoqueira;LG;Center Norte;13/1/2022;86;1587.1772666256657
pipoqueira;LG;Light;13/1/2022;86;1587.1772666256657
geladeira;Panasonic;Plaza Sul;14/1/2022;77;2729.931190913921
geladeira;Panasonic;Center Norte;14/1/2022;77;2729.931190913921
geladeira;Panasonic;Light;14/1/2022;77;2729.931190913921
TV;samsung;Plaza Sul;14/1/2022;55;287.2018073406437
TV;samsung;Center Norte;14/1/2022;55;287.2018073406437
TV;samsung;Light;14/1/2022;55;287.2018073406437
geladeira;Brastemp;Plaza Sul;14/1/2022;95;518.1501933394976
geladeira;Brastemp;Center Norte;14/1/2022;95;518.1501933394976
geladeira;Brastemp;Light;14/1/2022;95;518.1501933394976
pipoqueira;Panasonic;Plaza Sul;14/1/2022;64;1787.7399990187946
pipoqueira;Panasonic;Center Norte;14/1/2022;64;1787.7399990187946
pipoqueira;Panasonic;Light;14/1/2022;64;1787.7399990187946
notebook;Brastemp;Plaza Sul;14/1/2022;5;1620.0698191389522
notebook;Brastemp;Center Norte;14/1/2022;5;1620.0698191389522
notebook;Brastemp;Light;14/1/2022;5;1620.0698191389522
pipoqueira;Asus;Plaza Sul;14/1/2022;98;2660.5360589129436
pipoqueira;Asus;Center Norte;14/1/2022;98;2660.5360589129436
pipoqueira;Asus;Light;14/1/2022;98;2660.5360589129436
geladeira;Asus;Plaza Sul;14/1/2022;19;2406.9197087696957
geladeira;Asus;Center Norte;14/1/2022;19;2406.9197087696957
geladeira;Asus;Light;14/1/2022;19;2406.9197087696957
lava-roupa;Panasonic;Plaza Sul;14/1/2022;28;3399.8415459031294
lava-roupa;Panasonic;Center Norte;14/1/2022;28;3399.8415459031294
lava-roupa;Panasonic;Light;14/1/2022;28;3399.8415459031294
celular;Brastemp;Plaza Sul;14/1/2022;39;1172.0179986084104
celular;Brastemp;Center Norte;14/1/2022;39;1172.0179986084104
celular;Brastemp;Light;14/1/2022;39;1172.0179986084104
notebook;Xiaomi;Plaza Sul;15/1/2022;52;696.3290486588068
notebook;Xiaomi;Center Norte;15/1/2022;52;696.3290486588068
notebook;Xiaomi;Light;15/1/2022;52;696.3290486588068
lava-roupa;Acer;Plaza Sul;15/1/2022;61;1923.2357928306985
lava-roupa;Acer;Center Norte;15/1/2022;61;1923.2357928306985
lava-roupa;Acer;Light;15/1/2022;61;1923.2357928306985
celular;samsung;Plaza Sul;15/1/2022;70;1616.8782546775371
celular;samsung;Center Norte;15/1/2022;70;1616.8782546775371
celular;samsung;Light;15/1/2022;70;1616.8782546775371
notebook;Acer;Plaza Sul;15/1/2022;41;967.7020361191984
notebook;Acer;Center Norte;15/1/2022;41;967.7020361191984
notebook;Acer;Light;15/1/2022;41;967.7020361191984
notebook;Brastemp;Plaza Sul;15/1/2022;73;2973.8455954626866
notebook;Brastemp;Center Norte;15/1/2022;73;2973.8455954626866
notebook;Brastemp;Light;15/1/2022;73;2973.8455954626866
notebook;Xiaomi;Plaza Sul;15/1/2022;69;1891.708720448969
notebook;Xiaomi;Center Norte;15/1/2022;69;1891.708720448969
notebook;Xiaomi;Light;15/1/2022;69;1891.708720448969
pipoqueira;LG;Plaza Sul;15/1/2022;45;3423.458747035868
pipoqueira;LG;Center Norte;15/1/2022;45;3423.458747035868
pipoqueira;LG;Light;15/1/2022;45;3423.458747035868
lava-roupa;Acer;Plaza Sul;15/1/2022;74;3887.186325793661
lava-roupa;Acer;Center Norte;15/1/2022;74;3887.186325793661
lava-roupa;Acer;Light;15/1/2022;74;3887.186325793661
TV;Asus;Plaza Sul;15/1/2022;30;2342.9021584449906
TV;Asus;Center Norte;15/1/2022;30;2342.9021584449906
TV;Asus;Light;15/1/2022;30;2342.9021584449906
lava-roupa;samsung;Plaza Sul;16/1/2022;65;3749.862438333681
lava-roupa;samsung;Center Norte;16/1/2022;65;3749.862438333681
lava-roupa;samsung;Light;16/1/2022;65;3749.862438333681
notebook;Acer;Plaza Sul;16/1/2022;73;204.59254277736738
notebook;Acer;Center Norte;16/1/2022;73;204.59254277736738
notebook;Acer;Light;16/1/2022;73;204.59254277736738
notebook;Brastemp;Plaza Sul;16/1/2022;70;2144.0593443616135
notebook;Brastemp;Center Norte;16/1/2022;70;2144.0593443616135
notebook;Brastemp;Light;16/1/2022;70;2144.0593443616135
geladeira;samsung;Plaza Sul;16/1/2022;89;1289.5818257060685
geladeira;samsung;Center Norte;16/1/2022;89;1289.5818257060685
geladeira;samsung;Light;16/1/2022;89;1289.5818257060685
notebook;samsung;Plaza Sul;16/1/2022;28;618.0767027127474
notebook;samsung;Center Norte;16/1/2022;28;618.0767027127474
notebook;samsung;Light;16/1/2022;28;618.0767027127474
pipoqueira;Brastemp;Plaza Sul;16/1/2022;26;1675.813067066489
pipoqueira;Brastemp;Center Norte;16/1/2022;26;1675.813067066489
pipoqueira;Brastemp;Light;16/1/2022;26;1675.813067066489
celular;Xiaomi;Plaza Sul;16/1/2022;78;530.6723729402028
celular;Xiaomi;Center Norte;16/1/2022;78;530.6723729402028
celular;Xiaomi;Light;16/1/2022;78;530.6723729402028
pipoqueira;Panasonic;Plaza Sul;16/1/2022;67;2616.148293205669
pipoqueira;Panasonic;Center Norte;16/1/2022;67;2616.148293205669
pipoqueira;Panasonic;Light;16/1/2022;67;2616.148293205669
TV;Xiaomi;Plaza Sul;16/1/2022;46;1331.1651224678553
TV;Xiaomi;Center Norte;16/1/2022;46;1331.1651224678553
TV;Xiaomi;Light;16/1/2022;46;1331.1651224678553
geladeira;Acer;Plaza Sul;17/1/2022;16;2203.493715790141
geladeira;Acer;Center Norte;17/1/2022;16;2203.493715790141
geladeira;Acer;Light;17/1/2022;16;2203.493715790141
pipoqueira;Asus;Plaza Sul;17/1/2022;94;1719.155230669462
pipoqueira;Asus;Center Norte;17/1/2022;94;1719.155230669462
pipoqueira;Asus;Light;17/1/2022;94;1719.155230669462
notebook;Acer;Plaza Sul;17/1/2022;9;358.18846066518483
notebook;Acer;Center Norte;17/1/2022;9;358.18846066518483
notebook;Acer;Light;17/1/2022;9;358.18846066518483
celular;Brastemp;Plaza Sul;17/1/2022;90;3518.2297499640454
celular;Brastemp;Center Norte;17/1/2022;90;3518.2297499640454
celular;Brastemp;Light;17/1/2022;90;3518.2297499640454
notebook;Asus;Plaza Sul;17/1/2022;68;1475.277704724384
notebook;Asus;Center Norte;17/1/2022;68;1475.277704724384
notebook;Asus;Light;17/1/2022;68;1475.277704724384
pipoqueira;LG;Plaza Sul;17/1/2022;12;1491.3845979361643
pipoqueira;LG;Center Norte;17/1/2022;12;1491.3845979361643
pipoqueira;LG;Light;17/1/2022;12;1491.3845979361643
TV;Acer;Plaza Sul;17/1/2022;61;855.6988363878917
TV;Acer;Center Norte;17/1/2022;61;855.6988363878917
